Episode,Steps,Steps per Episode,Epsilon,Loss,GameReward,Score
1,210,210,0.993109,0,-310,0
2,456,246,0.986265485881,0,-284,1
3,734,278,0.979469130417794,430.55030155181885,-266,2
4,980,246,0.972719608640085,522.2283706665039,-272,1
5,1226,246,0.9660165978169462,520.7948884963989,-292,1
6,1472,246,0.9593597774413896,583.7284154891968,-282,1
7,1682,210,0.952748829215041,418.1805419921875,-306,0
8,1892,210,0.9461834370329202,410.96954917907715,-256,0
9,2102,210,0.9396632869683264,405.5683946609497,-294,0
10,2312,210,0.9331880672578277,388.95294189453125,-296,0
11,2522,210,0.926757468286354,418.35919761657715,-310,0
12,2732,210,0.9203711825723927,378.53145599365234,-270,0
13,3007,275,0.9140289047532864,513.222095489502,-262,2
14,3217,210,0.9077303315706314,364.43525791168213,-278,0
15,3492,275,0.9014751618557783,494.49961709976196,-206,2
16,3738,246,0.8952630965154301,393.87758588790894,-296,1
17,3948,210,0.8890938385173424,439.00997161865234,-278,0
18,4158,210,0.8829670928761194,357.8012924194336,-304,0
19,4368,210,0.8768825666391101,352.91451120376587,-298,0
20,4610,242,0.8708399688724,386.48165798187256,-284,1
21,4856,246,0.8648390106469003,390.4300470352173,-256,1
22,5066,210,0.8588794050245325,342.98975563049316,-278,0
23,5312,246,0.8529608670445085,420.8653050661087,-276,1
24,5522,210,0.8470831137097048,354.56208753585815,-290,0
25,5732,210,0.8412458639731313,343.3992586135864,-286,0
26,5942,210,0.8354488387244925,308.6505250930786,-246,0
27,6321,379,0.829691760776842,621.1739649772644,-168,5
28,6567,246,0.8239743548533288,394.01592206954956,-270,1
29,6777,210,0.8182963475740346,352.8403058052063,-262,0
30,6987,210,0.8126574674429019,292.5767705440521,-306,0
31,7233,246,0.8070574448347528,433.9922208786011,-280,1
32,7474,241,0.8014960119823966,363.7271556854248,-240,1
33,7684,210,0.795972902963826,352.5655212402344,-274,0
34,7925,241,0.7904878536895023,371.5277328491211,-278,1
35,8135,210,0.7850406018897279,356.8325204849243,-268,0
36,8345,210,0.7796308871021058,396.6550965309143,-268,0
37,8555,210,0.7742584506590853,323.3576922416687,-260,0
38,8796,241,0.7689230356755935,388.6293411254883,-238,1
39,9006,210,0.763624387036753,346.95448303222656,-270,0
40,9252,246,0.7583622513856827,345.59140634536743,-234,1
41,9462,210,0.7531363771113839,299.6332836151123,-270,0
42,9708,246,0.7479465143367094,322.96650671958923,-246,1
43,9918,210,0.7427924149064152,322.07305669784546,-270,0
44,10128,210,0.7376738323752952,261.98116302490234,-268,0
45,10406,278,0.732590521996397,378.33868312835693,-230,2
46,10648,242,0.7275422407093198,390.22067880630493,-236,1
47,10926,278,0.7225287471285919,426.08947014808655,-188,2
48,11167,241,0.7175498015321289,361.6919379234314,-204,1
49,11409,242,0.712605165849771,418.5920057296753,-226,1
50,11651,242,0.7076946036519002,326.63129901885986,-248,1
51,11892,241,0.702817880138135,311.58868312835693,-188,1
52,12102,210,0.6979747621261031,364.23966884613037,-264,0
53,12343,241,0.6931650180402922,334.26027822494507,-248,1
54,12621,278,0.6883884179009765,460.32678747177124,-234,2
55,12863,242,0.6836447333132208,398.1428475379944,-224,1
56,13141,278,0.6789337374559594,536.4970459938049,-196,2
57,13351,210,0.6742552050711504,326.0848922729492,-234,0
58,13561,210,0.6696089124530051,322.36982345581055,-254,0
59,13771,210,0.6649946374372915,319.18562638759613,-252,0
60,14017,246,0.6604121593907111,402.1685004234314,-208,1
61,14295,278,0.6558612592003497,438.50975942611694,-194,2
62,14537,242,0.6513417192632001,375.9635362625122,-228,1
63,14783,246,0.6468533234757574,394.9041118621826,-256,1
64,14993,210,0.642395857223686,313.3200945854187,-214,0
65,15234,241,0.6379691073715575,359.90049627423286,-236,1
66,15475,241,0.6335728622526602,365.91427636146545,-224,1
67,15685,210,0.6292069116588771,345.2683811187744,-244,0
68,15963,278,0.6248710468306358,432.63469886779785,-206,2
69,16204,241,0.6205650604469258,415.5102677345276,-222,1
70,16414,210,0.6162887466153861,441.8165121078491,-208,0
71,16624,210,0.6120419008624595,347.9328212738037,-230,0
72,16834,210,0.6078243201236163,342.1853017807007,-234,0
73,17044,210,0.6036358027336445,352.80039739608765,-242,0
74,17319,275,0.5994761484170069,470.9863085746765,-198,2
75,17529,210,0.5953451582782653,339.5516564846039,-244,0
76,17804,275,0.5912426347925698,501.7331762313843,-188,2
77,18014,210,0.5871683817962142,368.3228244781494,-218,0
78,18360,346,0.5831222044772565,557.7815642356873,-144,4
79,18570,210,0.5791039093662037,360.3475561141968,-238,0
80,18816,246,0.5751133043267612,452.0604496002197,-242,1
81,19058,242,0.5711501985466455,389.26574420928955,-200,1
82,19300,242,0.5672144025284606,422.31711196899414,-188,1
83,19510,210,0.563305728080637,364.76417541503906,-216,0
84,19756,246,0.5594239883084333,457.16127920150757,-196,1
85,19997,241,0.5555689976049999,460.18344259262085,-216,1
86,20207,210,0.5517405716425039,357.9961185455322,-210,0
87,20448,241,0.5479385273633154,433.76854038238525,-202,1
88,20760,312,0.5441626829712548,549.4312734603882,-208,3
89,20970,210,0.5404128579229,353.51678252220154,-242,0
90,21279,309,0.5366888729189533,584.4694015979767,-132,3
91,21525,246,0.5329905498956687,499.4018678665161,-220,1
92,21804,279,0.5293177120163377,444.18714237213135,-182,2
93,22014,210,0.5256701836628331,377.2423005104065,-250,0
94,22260,246,0.5220477904272126,380.2071976661682,-182,1
95,22470,210,0.5184503591033787,359.4653916358948,-210,0
96,22680,210,0.5148777176787973,333.3131046295166,-254,0
