Episode,Steps,Steps per Episode,Epsilon,Loss,GameReward,Score
1,210,210,0.993109,0,-294,0
2,452,242,0.986265485881,0,-290,1
3,727,275,0.979469130417794,416.1342611312866,-290,2
4,1002,275,0.972719608640085,597.3564863204956,-238,2
5,1311,309,0.9660165978169462,712.2959365844727,-294,3
6,1553,242,0.9593597774413896,600.1541299819946,-304,1
7,1763,210,0.952748829215041,480.9683542251587,-278,0
8,1973,210,0.9461834370329202,471.4363794326782,-298,0
9,2183,210,0.9396632869683264,463.9619207382202,-302,0
10,2393,210,0.9331880672578277,436.3704643249512,-278,0
11,2704,311,0.926757468286354,751.3505353927612,-238,3
12,2945,241,0.9203711825723927,491.2022752761841,-274,1
13,3186,241,0.9140289047532864,469.3573589324951,-266,1
14,3427,241,0.9077303315706314,542.847900390625,-264,1
15,3669,242,0.9014751618557783,523.6312551498413,-224,1
16,3915,246,0.8952630965154301,561.6468267440796,-288,1
17,4157,242,0.8890938385173424,474.8130717277527,-254,1
18,4367,210,0.8829670928761194,493.7937593460083,-290,0
19,4577,210,0.8768825666391101,419.3939256668091,-272,0
20,4787,210,0.8708399688724,394.8325605392456,-250,0
21,5029,242,0.8648390106469003,528.2272062301636,-282,1
22,5270,241,0.8588794050245325,543.5697598457336,-256,1
23,5480,210,0.8529608670445085,427.16602897644043,-268,0
24,5755,275,0.8470831137097048,570.2012948989868,-236,2
25,5965,210,0.8412458639731313,392.99865102767944,-252,0
26,6175,210,0.8354488387244925,362.7955937385559,-294,0
27,6416,241,0.829691760776842,510.23631715774536,-250,1
28,6626,210,0.8239743548533288,391.77846574783325,-280,0
29,6901,275,0.8182963475740346,487.67326641082764,-230,2
30,7111,210,0.8126574674429019,407.9507942199707,-262,0
31,7353,242,0.8070574448347528,451.49383544921875,-256,1
32,7563,210,0.8014960119823966,372.8039484024048,-258,0
33,7841,278,0.795972902963826,458.46316504478455,-218,2
34,8051,210,0.7904878536895023,379.4727506637573,-298,0
35,8293,242,0.7850406018897279,390.73295402526855,-230,1
36,8503,210,0.7796308871021058,387.63091373443604,-254,0
37,8781,278,0.7742584506590853,527.2224259376526,-242,2
38,8991,210,0.7689230356755935,314.13905477523804,-258,0
39,9201,210,0.763624387036753,433.58055877685547,-294,0
40,9411,210,0.7583622513856827,344.19243812561035,-244,0
41,9653,242,0.7531363771113839,360.39953422546387,-248,1
42,9863,210,0.7479465143367094,317.9463539123535,-262,0
43,10073,210,0.7427924149064152,345.80956506729126,-264,0
44,10283,210,0.7376738323752952,347.41885685920715,-242,0
45,10595,312,0.732590521996397,499.9342007637024,-198,3
46,10939,344,0.7275422407093198,522.1180620193481,-154,4
47,11149,210,0.7225287471285919,388.30050563812256,-268,0
48,11359,210,0.7175498015321289,283.1026864051819,-254,0
49,11634,275,0.712605165849771,408.16985273361206,-200,2
50,11875,241,0.7076946036519002,395.85830211639404,-206,1
51,12085,210,0.702817880138135,316.56803798675537,-250,0
52,12295,210,0.6979747621261031,306.44099950790405,-236,0
53,12537,242,0.6931650180402922,353.43894934654236,-188,1
54,12918,381,0.6883884179009765,724.0540505647659,-128,5
55,13197,279,0.6836447333132208,524.7103147506714,-176,2
56,13407,210,0.6789337374559594,379.8430094718933,-268,0
57,13617,210,0.6742552050711504,379.0551471710205,-220,0
58,13859,242,0.6696089124530051,422.90038871765137,-240,1
59,14100,241,0.6649946374372915,323.8690400123596,-188,1
60,14341,241,0.6604121593907111,403.2913017272949,-222,1
61,14583,242,0.6558612592003497,350.07915139198303,-254,1
62,14829,246,0.6513417192632001,422.76789689064026,-204,1
63,15140,311,0.6468533234757574,485.5433522462845,-172,3
64,15382,242,0.642395857223686,437.1748843193054,-208,1
65,15660,278,0.6379691073715575,482.2336678504944,-188,2
66,15938,278,0.6335728622526602,568.5897436141968,-170,2
67,16148,210,0.6292069116588771,374.7907226085663,-236,0
68,16358,210,0.6248710468306358,388.2006902694702,-222,0
69,16600,242,0.6205650604469258,475.55503273010254,-252,1
70,16810,210,0.6162887466153861,367.87441968917847,-242,0
71,17020,210,0.6120419008624595,472.4059638977051,-224,0
72,17230,210,0.6078243201236163,366.16360092163086,-228,0
73,17508,278,0.6036358027336445,479.5037589073181,-164,2
74,17783,275,0.5994761484170069,511.97229385375977,-178,2
75,17993,210,0.5953451582782653,398.832790851593,-238,0
76,18235,242,0.5912426347925698,440.9185585975647,-200,1
77,18614,379,0.5871683817962142,641.4973866939545,-88,5
78,18824,210,0.5831222044772565,490.8726968765259,-248,0
79,19099,275,0.5791039093662037,554.588752746582,-174,2
80,19309,210,0.5751133043267612,379.8373508453369,-224,0
81,19550,241,0.5711501985466455,512.6133480072021,-192,1
82,19791,241,0.5672144025284606,438.5844078063965,-178,1
83,20066,275,0.563305728080637,538.8176493644714,-210,2
84,20445,379,0.5594239883084333,760.2603135108948,-84,5
85,20687,242,0.5555689976049999,492.4692907333374,-182,1
86,20965,278,0.5517405716425039,567.6416087150574,-162,2
87,21206,241,0.5479385273633154,516.1004343032837,-196,1
88,21452,246,0.5441626829712548,524.0672254562378,-236,1
89,21662,210,0.5404128579229,449.4298915863037,-192,0
90,21940,278,0.5366888729189533,587.028416633606,-168,2
91,22215,275,0.5329905498956687,548.8470411300659,-144,2
92,22456,241,0.5293177120163377,558.75767993927,-192,1
93,22697,241,0.5256701836628331,532.8585071563721,-188,1
94,22972,275,0.5220477904272126,581.2142095565796,-164,2
95,23281,309,0.5184503591033787,687.009268283844,-100,3
96,23590,309,0.5148777176787973,691.4447774887085,-156,3
97,23936,346,0.5113296953262727,864.8357810974121,-106,4
98,24211,275,0.5078061223957794,570.0998077392578,-162,2
99,24452,241,0.50430683040635,626.8462400436401,-188,1
100,24731,279,0.5008316520380199,715.7217893600464,-162,2
101,24972,241,0.49738042112382597,584.4912033081055,-176,1
102,25182,210,0.49395297264186167,524.6168394088745,-206,0
103,25392,210,0.4905491427073866,470.35824394226074,-196,0
104,25667,275,0.48716876856499,657.7938013076782,-122,2
105,25877,210,0.48381168858080864,426.3173723220825,-214,0
106,26119,242,0.4804777422347983,593.5079574584961,-188,1
