Episode,Steps,Steps per Episode,Epsilon,Loss,GameReward,Score
1,210,210,0.993109,0,-280,0
2,420,210,0.986265485881,0,-290,0
3,630,210,0.979469130417794,151.00576305389404,-324,0
4,840,210,0.972719608640085,307.2151393890381,-334,0
5,1115,275,0.9660165978169462,429.29028034210205,-288,2
6,1390,275,0.9593597774413896,468.4604187011719,-280,2
7,1636,246,0.952748829215041,471.2197353839874,-296,1
8,1947,311,0.9461834370329202,691.1959257125854,-270,3
9,2258,311,0.9396632869683264,667.0573215484619,-252,3
10,2537,279,0.9331880672578277,639.1187331676483,-288,2
11,2747,210,0.926757468286354,596.3098754882812,-254,0
12,3059,312,0.9203711825723927,698.9206628799438,-244,3
13,3371,312,0.9140289047532864,796.5270910263062,-254,3
14,3649,278,0.9077303315706314,596.1222324371338,-272,2
15,3859,210,0.9014751618557783,508.90893268585205,-316,0
16,4069,210,0.8952630965154301,455.3860139846802,-310,0
17,4279,210,0.8890938385173424,502.2960729598999,-304,0
18,4525,246,0.8829670928761194,496.28206062316895,-276,1
19,4735,210,0.8768825666391101,452.2338671684265,-292,0
20,4977,242,0.8708399688724,560.9164772033691,-264,1
21,5187,210,0.8648390106469003,389.62693333625793,-316,0
22,5462,275,0.8588794050245325,583.870080947876,-232,2
23,5672,210,0.8529608670445085,461.214319229126,-310,0
24,5882,210,0.8470831137097048,406.9933204650879,-298,0
25,6092,210,0.8412458639731313,354.1547017097473,-268,0
26,6302,210,0.8354488387244925,421.0788767337799,-278,0
27,6543,241,0.829691760776842,432.83021211624146,-252,1
28,6852,309,0.8239743548533288,613.0401163101196,-242,3
29,7161,309,0.8182963475740346,599.2211465835571,-184,3
30,7371,210,0.8126574674429019,361.200954914093,-294,0
31,7581,210,0.8070574448347528,392.7081127166748,-260,0
32,7823,242,0.8014960119823966,437.3881940841675,-230,1
33,8033,210,0.795972902963826,334.7285861968994,-270,0
34,8243,210,0.7904878536895023,374.9057788848877,-276,0
35,8453,210,0.7850406018897279,367.85555124282837,-252,0
36,8695,242,0.7796308871021058,407.5429427623749,-258,1
37,8905,210,0.7742584506590853,396.02783489227295,-278,0
38,9115,210,0.7689230356755935,295.9122575521469,-294,0
39,9357,242,0.763624387036753,436.32782649993896,-260,1
40,9567,210,0.7583622513856827,424.5342946052551,-258,0
41,9808,241,0.7531363771113839,487.22223687171936,-256,1
42,10117,309,0.7479465143367094,567.341983795166,-208,3
43,10327,210,0.7427924149064152,284.66878485679626,-290,0
44,10602,275,0.7376738323752952,458.6341652870178,-228,2
45,10843,241,0.732590521996397,404.00242853164673,-214,1
46,11053,210,0.7275422407093198,428.3142547607422,-262,0
47,11294,241,0.7225287471285919,389.15305519104004,-244,1
48,11504,210,0.7175498015321289,394.55280923843384,-264,0
49,11714,210,0.712605165849771,337.1510081291199,-252,0
50,11960,246,0.7076946036519002,433.3330783843994,-250,1
51,12170,210,0.702817880138135,365.9795126914978,-242,0
52,12380,210,0.6979747621261031,334.30886125564575,-226,0
53,12622,242,0.6931650180402922,416.19087505340576,-224,1
54,12897,275,0.6883884179009765,455.0307161808014,-224,2
55,13138,241,0.6836447333132208,385.1024024486542,-228,1
56,13380,242,0.6789337374559594,324.7907934188843,-220,1
57,13590,210,0.6742552050711504,312.72397661209106,-246,0
58,13800,210,0.6696089124530051,366.3885295391083,-242,0
59,14042,242,0.6649946374372915,411.0309110879898,-208,1
60,14252,210,0.6604121593907111,337.8480632305145,-260,0
61,14462,210,0.6558612592003497,343.6113328933716,-238,0
62,14704,242,0.6513417192632001,353.924578666687,-220,1
63,14983,279,0.6468533234757574,512.955952167511,-154,2
64,15261,278,0.642395857223686,498.53722763061523,-178,2
65,15471,210,0.6379691073715575,365.91250562667847,-218,0
66,15780,309,0.6335728622526602,537.2575170993805,-176,3
67,15990,210,0.6292069116588771,322.97944152355194,-202,0
68,16200,210,0.6248710468306358,418.0310220718384,-218,0
69,16410,210,0.6205650604469258,309.4828143119812,-204,0
70,16620,210,0.6162887466153861,365.455358505249,-244,0
71,16861,241,0.6120419008624595,413.80086517333984,-198,1
72,17103,242,0.6078243201236163,381.8040397167206,-200,1
73,17378,275,0.6036358027336445,470.3478136062622,-196,2
74,17653,275,0.5994761484170069,585.1696710586548,-188,2
75,17931,278,0.5953451582782653,539.2885365486145,-174,2
76,18173,242,0.5912426347925698,448.2669816017151,-194,1
77,18484,311,0.5871683817962142,566.144453048706,-184,3
78,18762,278,0.5831222044772565,501.80762004852295,-198,2
79,19037,275,0.5791039093662037,478.00411581993103,-176,2
80,19312,275,0.5751133043267612,568.6443643569946,-144,2
81,19554,242,0.5711501985466455,487.7806568145752,-206,1
82,19764,210,0.5672144025284606,334.22624349594116,-228,0
83,19974,210,0.563305728080637,291.61608719825745,-208,0
84,20220,246,0.5594239883084333,445.2614850997925,-182,1
85,20495,275,0.5555689976049999,529.7061278820038,-116,2
86,20737,242,0.5517405716425039,477.92889976501465,-184,1
87,20983,246,0.5479385273633154,488.61098527908325,-160,1
88,21229,246,0.5441626829712548,477.5119695663452,-222,1
89,21439,210,0.5404128579229,343.95378255844116,-210,0
90,21685,246,0.5366888729189533,411.409704208374,-196,1
91,21997,312,0.5329905498956687,590.6393673419952,-120,3
92,22207,210,0.5293177120163377,379.3726363182068,-216,0
93,22417,210,0.5256701836628331,481.76959896087646,-202,0
94,22627,210,0.5220477904272126,373.22101354599,-222,0
95,22837,210,0.5184503591033787,340.60898303985596,-254,0
96,23047,210,0.5148777176787973,392.96351194381714,-222,0
97,23257,210,0.5113296953262727,425.5425453186035,-184,0
98,23532,275,0.5078061223957794,468.05134677886963,-196,2
99,23742,210,0.50430683040635,456.37539434432983,-178,0
100,23984,242,0.5008316520380199,451.70428800582886,-174,1
101,24230,246,0.49738042112382597,430.943332195282,-208,1
102,24440,210,0.49395297264186167,340.7982428073883,-258,0
103,24682,242,0.4905491427073866,441.2980284690857,-200,1
104,24960,278,0.48716876856499,425.8906879425049,-158,2
105,25235,275,0.48381168858080864,482.0682182312012,-164,2
106,25546,311,0.4804777422347983,449.055419921875,-136,3
107,25756,210,0.4771667701130583,437.44875168800354,-202,0
108,25966,210,0.47387861390020924,394.616783618927,-206,0
109,26207,241,0.4706131163718229,404.6425108909607,-164,1
110,26482,275,0.4673701213869047,562.2943539619446,-146,2
111,26724,242,0.46414947388042754,441.1765375137329,-172,1
112,26970,246,0.4609510198559175,523.7350549697876,-196,1
113,27180,210,0.4577746063780904,342.734582901001,-182,0
114,27458,278,0.454620081565539,406.4171862602234,-126,2
115,27736,278,0.45148729458347087,540.2188777923584,-114,2
116,27946,210,0.44837609563649616,433.06392872333527,-230,0
117,28192,246,0.44528633596146505,432.0834560394287,-190,1
118,28438,246,0.4422178678203546,429.97007417678833,-178,1
119,28680,242,0.43917054449320453,410.18313813209534,-190,1
120,28890,210,0.4361442202711019,394.26071405410767,-226,0
121,29132,242,0.43313875044921374,469.5599203109741,-184,1
122,29378,246,0.4301539913198682,467.5529272556305,-156,1
123,29588,210,0.427189800165683,389.4767179489136,-202,0
124,29798,210,0.42424603525274124,392.4007034301758,-174,0
125,30076,278,0.4213225558238146,502.66985607147217,-174,2
126,30286,210,0.41841922209163274,380.3916401863098,-162,0
127,30630,344,0.4155358952321993,629.8064889907837,-74,4
128,30876,246,0.41267243737815423,457.48850679397583,-174,1
129,31154,278,0.4098287116121814,409.7602925300598,-178,2
130,31364,210,0.40700458196046185,356.8738489151001,-210,0
131,31574,210,0.40419991338617234,392.2585105895996,-180,0
132,31815,241,0.40141457178302825,432.9103651046753,-184,1
133,32061,246,0.3986484239688714,393.72658824920654,-202,1
134,32303,242,0.3959013376793019,410.04188776016235,-144,1
135,32513,210,0.39317318156135384,385.3103494644165,-218,0
136,32754,241,0.39046382516721456,434.0160641670227,-208,1
137,32964,210,0.3877731389479873,365.7009630203247,-206,0
