Episode,Steps,Steps per Episode,Epsilon,Loss,GameReward,Score
1,241,241,0.993109,0,-254,1
2,451,210,0.986265485881,0,-342,0
3,661,210,0.979469130417794,245.74619913101196,-324,0
4,903,242,0.972719608640085,381.823823928833,-304,1
5,1145,242,0.9660165978169462,408.48644733428955,-324,1
6,1387,242,0.9593597774413896,430.06459283828735,-294,1
7,1628,241,0.952748829215041,471.0610656738281,-262,1
8,1838,210,0.9461834370329202,365.6272180080414,-288,0
9,2048,210,0.9396632869683264,363.78475189208984,-284,0
10,2258,210,0.9331880672578277,356.31126594543457,-290,0
11,2504,246,0.926757468286354,353.97270584106445,-282,1
12,2782,278,0.9203711825723927,441.47285413742065,-298,2
13,2992,210,0.9140289047532864,312.0806369781494,-280,0
14,3202,210,0.9077303315706314,306.4299330711365,-292,0
15,3444,242,0.9014751618557783,368.19510793685913,-304,1
16,3654,210,0.8952630965154301,405.74496126174927,-324,0
17,3895,241,0.8890938385173424,297.26727080345154,-260,1
18,4105,210,0.8829670928761194,315.55388879776,-320,0
19,4417,312,0.8768825666391101,397.42747926712036,-250,3
20,4627,210,0.8708399688724,348.22701358795166,-312,0
21,4837,210,0.8648390106469003,272.61584663391113,-294,0
22,5047,210,0.8588794050245325,271.16820192337036,-250,0
23,5257,210,0.8529608670445085,321.09699153900146,-258,0
24,5499,242,0.8470831137097048,329.57020139694214,-244,1
25,5774,275,0.8412458639731313,394.1484487056732,-258,2
26,6016,242,0.8354488387244925,379.4546318054199,-244,1
27,6226,210,0.829691760776842,293.6965591907501,-286,0
28,6436,210,0.8239743548533288,281.19186305999756,-290,0
29,6646,210,0.8182963475740346,216.16987550258636,-294,0
30,6856,210,0.8126574674429019,274.9777202606201,-262,0
31,7098,242,0.8070574448347528,365.70820713043213,-246,1
32,7308,210,0.8014960119823966,292.9134383201599,-262,0
33,7619,311,0.795972902963826,400.72678369283676,-192,3
34,7897,278,0.7904878536895023,400.7785439491272,-224,2
35,8107,210,0.7850406018897279,305.13759446144104,-278,0
36,8317,210,0.7796308871021058,273.7199444770813,-268,0
37,8527,210,0.7742584506590853,277.7935347557068,-268,0
38,8873,346,0.7689230356755935,546.0553078651428,-194,4
39,9114,241,0.763624387036753,388.71192955970764,-216,1
40,9324,210,0.7583622513856827,293.4419695138931,-280,0
41,9534,210,0.7531363771113839,224.17001116275787,-230,0
42,9776,242,0.7479465143367094,406.9642596244812,-210,1
43,10054,278,0.7427924149064152,317.0701689720154,-214,2
44,10296,242,0.7376738323752952,258.67510238289833,-220,1
45,10537,241,0.732590521996397,365.9487626552582,-224,1
46,10954,417,0.7275422407093198,656.9501342773438,-158,6
47,11229,275,0.7225287471285919,379.8285747766495,-200,2
48,11507,278,0.7175498015321289,562.5688719749451,-198,2
49,11888,381,0.712605165849771,601.7375464439392,-132,5
50,12163,275,0.7076946036519002,440.5816274881363,-222,2
51,12441,278,0.702817880138135,497.0485215187073,-194,2
52,12651,210,0.6979747621261031,348.9392886161804,-238,0
53,12897,246,0.6931650180402922,402.76168489456177,-240,1
54,13107,210,0.6883884179009765,407.59592723846436,-274,0
55,13317,210,0.6836447333132208,377.74095702171326,-248,0
56,13527,210,0.6789337374559594,400.39862298965454,-252,0
57,13802,275,0.6742552050711504,491.7359857559204,-178,2
58,14043,241,0.6696089124530051,421.6646611690521,-244,1
59,14253,210,0.6649946374372915,423.0490267276764,-238,0
60,14494,241,0.6604121593907111,356.83828830718994,-174,1
61,14704,210,0.6558612592003497,362.62670826911926,-236,0
62,14979,275,0.6513417192632001,453.0015025138855,-176,2
63,15254,275,0.6468533234757574,459.99442052841187,-122,2
64,15563,309,0.642395857223686,572.7419173717499,-196,3
65,15875,312,0.6379691073715575,510.7162823677063,-162,3
66,16121,246,0.6335728622526602,470.92208909988403,-228,1
67,16400,279,0.6292069116588771,553.4722476005554,-188,2
68,16641,241,0.6248710468306358,465.6987781524658,-174,1
69,16882,241,0.6205650604469258,463.7860929965973,-216,1
70,17124,242,0.6162887466153861,429.39054775238037,-208,1
71,17433,309,0.6120419008624595,637.4496235847473,-138,3
72,17643,210,0.6078243201236163,485.6135950088501,-234,0
73,17853,210,0.6036358027336445,364.277779340744,-248,0
74,18063,210,0.5994761484170069,327.56076633930206,-236,0
75,18305,242,0.5953451582782653,423.77590441703796,-222,1
76,18686,381,0.5912426347925698,819.8917961120605,-68,5
77,18927,241,0.5871683817962142,419.68466806411743,-198,1
78,19137,210,0.5831222044772565,365.243691444397,-222,0
79,19347,210,0.5791039093662037,391.8966226577759,-198,0
80,19588,241,0.5751133043267612,428.7772994041443,-182,1
81,19897,309,0.5711501985466455,606.0162924528122,-160,3
82,20172,275,0.5672144025284606,623.7544031143188,-170,2
83,20382,210,0.563305728080637,472.4219923019409,-194,0
84,20592,210,0.5594239883084333,345.53443694114685,-212,0
85,20903,311,0.5555689976049999,484.24762201309204,-136,3
86,21214,311,0.5517405716425039,676.0769937038422,-126,3
87,21492,278,0.5479385273633154,492.35057735443115,-192,2
88,21702,210,0.5441626829712548,364.4312148094177,-226,0
89,21980,278,0.5404128579229,537.512745141983,-162,2
90,22226,246,0.5366888729189533,543.4256019592285,-172,1
91,22504,278,0.5329905498956687,562.5925133228302,-190,2
92,22745,241,0.5293177120163377,464.62475633621216,-206,1
93,23020,275,0.5256701836628331,520.7664875984192,-142,2
94,23295,275,0.5220477904272126,506.03975772857666,-186,2
95,23541,246,0.5184503591033787,428.99619722366333,-168,1
96,23783,242,0.5148777176787973,457.8242063522339,-184,1
97,23993,210,0.5113296953262727,420.9113063812256,-214,0
98,24203,210,0.5078061223957794,367.5375919342041,-182,0
99,24478,275,0.50430683040635,566.6726183891296,-164,2
100,24719,241,0.5008316520380199,528.1443758010864,-154,1
101,24929,210,0.49738042112382597,490.8287582397461,-204,0
102,25171,242,0.49395297264186167,488.270188331604,-164,1
103,25446,275,0.4905491427073866,510.03697204589844,-152,2
104,25656,210,0.48716876856499,393.29783725738525,-206,0
105,25965,309,0.48381168858080864,562.2738704681396,-104,3
106,26206,241,0.4804777422347983,522.4689311981201,-174,1
107,26416,210,0.4771667701130583,387.82718420028687,-190,0
108,26657,241,0.47387861390020924,576.903242111206,-204,1
